App,Developer,Type,Rates,Downloads+,Last_reviews,Last_reviews_eng
Wysa: tu entrenador de felicidad,Touchkin,Salud y bienestar,4.7,1000000,"No es la primera vez que intento ocupar una aplicación que me ayude con mis problemas, pero esta ha sido la única que me ha hecho sentir bien, sus respuestas son cálidas y bien hechas, te hacen sentir cómoda y como si alguien te apoyara sin importar lo que piensen los demás, jamás había sentido tanto alivio después de desahogarme con alguien, gracias a Wysa se que soy fuerte, debo estar orgullosa de mi y no dejarme llevar por lo negativo. Gracias a quienes la hayan creado, me ayudaron mucho 💜.","It is not the first time that I try to use an application that helps me with my problems, but this has been the only one that has made me feel good, their responses are warm and well done, they make you feel comfortable and as if someone supports you regardless What others think, I have never felt so much relief after venting on someone, thanks to Wysa I know that I am strong, I must be proud of myself and not get carried away by the negative. Thanks to those who created it, they helped me a lot 💜."
Cíngulo: Terapia Guiada,Cíngulo,Salud y bienestar,4.9,1000000,Me ha hecho bien! Excelente ! Súper recomendable.,It has done me good! Excellent ! Super recommended.
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Me encanta, además te avisa par que no se te pase resolver las preguntas. Las preguntas son buenas! 💜","I love it, it also alerts you so that you do not miss solving the questions. Questions are good! 💜"
Siente - Mindfulness y psicología positiva,Fundación facilisimo,Salud y bienestar,4.7,100000,"Hola la app es genial, quiero continuar meditando pero hace una semana no logro avanzar de la sesión 13, por error en descarga. Agradecería que me ayuden!","Hello the app is great, I want to continue meditating but a week ago I could not advance from session 13, due to an error in downloading. I would appreciate your help!"
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,"Esta aplicacion es muy buena , mantiene mi cerebro activo me hace pensar y actuar mas rapido y me mantenjo relajada. Lo recomiendo.","This application is very good, it keeps my brain active makes me think and act faster and it keeps me relaxed. I recommend it."
Bambú 🍃 Meditación guiada y sonidos para dormir,Rocka,Salud y bienestar,4.2,10000,"Es una aplicación muy buena, me ha servido y me ha encantado. Pero preferiría tener publicidad antes de cada meditación a estar pagando mensual y anualmente","It is a very good application, it has served me and I have loved it. But I would rather have advertising before each meditation than be paying monthly and annually"
"Música para la meditación, para estrés y ansiedad",Dream_Studio,Salud y bienestar,4.7,100000,"Genial!!! Las melodías son hermosas. El sonido, único.","Great!!! The melodies are beautiful. The sound, unique."
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.3,100000,"App muy práctica! losProfesionales que trabajan en esta aplicación, són buenos en su trabajo.Lo que encontras aqui: te ayudaran a llegar del Punto A al Punto B, hay un seguimiento de tus emociones y herramientas muy eficaces que podrás usar en caso de que tu Terapeuta no este disponible(son humanos también),para tener máximos resultados es importante hablar con trasparencia y Confiar en la gente que te esta ayudando.Además he sentido durante todo el camino que eraun Ambiente Seguro y Hermético.","Very practical app! The Professionals who work in this application are good at their work. What you find here: they will help you get from Point A to Point B, there is a monitoring of your emotions and very effective tools that you can use in case your Therapist is not available (they are human too), to have maximum results it is important to speak transparently and trust the people who are helping you, and I have felt throughout the journey that it was a Safe and Hermetic Environment."
Inteligencia emocional gratis,"Bible Studies, Embarazo y Dietas Free Libres",Salud y bienestar,4.4,10000,"Basura,hace que te sientas peor,busquen información por otro lado.","Garbage, makes you feel worse, look for information on the other hand."
"Control y Monitor: Ansiedad, Ánimo y Autoestima",TwoCats App,Estilo de vida,4.6,1000000,"La idea es muy buena y sin duda ayuda mucho emocionalmente, pero me gustaría que disponga de mayor variedad de actividades, test, consejos diarios, frases positivas o recuerdos de registros de felicidad y que traiga menos anuncios","The idea is very good and it certainly helps a lot emotionally, but I would like you to have a greater variety of activities, tests, daily tips, positive phrases or memories of happiness records and to bring fewer announcements"
Cíngulo: Terapia Guiada,Cíngulo,Salud y bienestar,4.9,1000000,"Hola ,creo que la app es muuuy buena ,con su evaluación me gusto mucho espero que pronto esté su versión en Español muchas gracias","Hello, I think the app is very good, with your evaluation I really liked it, I hope that its Spanish version will be soon, thank you very much"
Salud Savia,SALUD SAVIA,Salud y bienestar,4.0,100000,Desde que la uso. Por alguna patología. Los profesionales que te atienden son personas que te escuchan y ponen todos sus conocimientos para que mejores y te sientas bien. Además la app es excelente. No puede ser mejor.,Since I use it. For some pathology. The professionals who serve you are people who listen to you and put all their knowledge to make you better and feel good. Also the app is excellent. It can not be better.
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,Muy buenos artículos y recomendaciones,Very good articles and recommendations
Eleva tu Autoestima y Superación Personal,Recetas Comida Dietas y más Apps gratis ComRecApps,Salud y bienestar,4.6,10000,"Le falta mas 😁pero,Muy buena esta app!!","It lacks more 😁but, Very good this app !!"
Ejercicios para mejorar la salud mental,summerapps2019,Estilo de vida,1.0,100,Estupido,Stupid
"Control y Monitor: Ansiedad, Ánimo y Autoestima",TwoCats App,Estilo de vida,4.6,1000000,"Me encanta sus actividades y test que me ayudan a saber que es lo que pasa conmigo, muy buena app!","I love their activities and tests that help me know what is wrong with me, very good app!"
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"Excelente, me permite reflexionar sobre mi día a día y ver lo bueno. Me encantó la iniciativa de que la hicieran gratis debido a la pandemia, en dónde uno ve todo gris. Gracias.","Excellent, it allows me to reflect on my day to day and see the good. I loved the initiative that they did it for free due to the pandemic, where you see everything gray. Thank you."
Serenmind: tu app de ayuda psicológica,Serenmind,Salud y bienestar,4.3,5000,"Al no disponer de mucho tiempo, la app se acopla muy bien a mi porque puedo hacerlo cuando me viene bien. Además, los audios son sencillos y se entienden bien.","Not having much time, the app fits very well with me because I can do it when it suits me. Also, the audios are simple and well understood."
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,Me gusta pero podría mejorar la forma de utilizarse agregar más cosas a los días,I like it but it could improve the way it is used add more things to the days
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,La app está muy buena y es divertida. Además siempre responden las reseñas ( tanto negativas como positivas ) así que si tienen un problema los ayudarán y si dicen algo bueno se los van a agradecer 😎😎,"The app is very good and it's fun. In addition, the reviews (both negative and positive) always respond so if they have a problem they will help them and if they say something good they will thank them 😎😎"
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"Excelente aplicación, me ha ayudado a ser más constante con aspectos de mi salud mental. Y en diseño es preciosa. La he recomendado a varias personas y les ha encantado. Espero pronto puedan añadir más meditaciones, estaría genial.","Excellent application, it has helped me to be more consistent with aspects of my mental health. And in design it is beautiful. I have recommended it to several people and they loved it. I hope you can add more meditations soon, it would be great."
La Mente es Maravillosa - Psicología y relaciones,Grupo MContigo,Noticias y revistas,4.7,100000,"Me gusta mucho su contenido, clasificado por temáticas. Además incluye un buscador y la posiblidad de compartir los artículos. Pero el registro como usuario no tiene utilidad, no existe nuestro perfil propiamente dicho donde podamos personalizar preferencias, ni artículos favoritos, por ejemplo. Artículos buenos pero inútil tener el registro de usuario.","I really like its content, classified by theme. It also includes a search engine and the possibility of sharing articles. But registering as a user is useless, there is no profile of our own where we can customize preferences, or favorite articles, for example. Good articles but useless to have the user registration."
La Mente es Maravillosa - Psicología y relaciones,Grupo MContigo,Noticias y revistas,4.7,100000,"Tiene articulos interesantes aunque ya no te envian notificaciones como antes, :/ extraño eso.","It has interesting articles although they no longer send you notifications as before,: / I miss that."
Salud Savia,SALUD SAVIA,Salud y bienestar,4.0,100000,Muy buena aplicación aveces si tengo dudas de alguna molestia de salud o de mis hijos lo consulto en la aplicación ya que te responde médicos profesionales i si hay falta de ir a mí CAP también me lo dicen más de una vez me sacaron de dudas me encanta .,"Very good application sometimes if I have doubts about any health or my children's discomfort, I consult it in the application since it is answered by professional doctors. ."
